id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
897,5500.0,3,6.03,167.4,A,A1,2632.0,10+ years,0,57000.0,0,2014-08-01,0,4,438.0,9,17.71,0.0,810.0,814.0,7.0,0.0,0.0,115179.0,10.4,24.0,1,0,Jan-1998,4.0,1.0,0.0,3.0,3.0,3.0,4.0,10.0,7.0,5.0,15.0,4.0,6.0,0.0,0.0,0.0,0.0
898,9000.0,3,14.33,309.05,C,C1,291810.0,10+ years,0,75000.0,0,2013-06-01,0,4,484.0,21,11.52,1.0,680.0,684.0,10.0,0.0,0.0,8776.0,79.8,48.0,1,0,Nov-1992,353.0,1.0,0.0,2.0,3.0,3.0,3.0,6.0,28.0,4.0,13.0,4.0,10.0,0.0,0.0,0.0,4.0
899,25000.0,3,10.99,818.35,B,B3,4108.0,2 years,1,136678.0,1,2014-07-01,0,0,245.0,26,10.29,1.0,680.0,684.0,7.0,0.0,0.0,27444.0,85.8,17.0,0,0,Jan-1986,0.0,1.0,3.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,8.0,5.0,7.0,0.0,0.0,1.0,0.0
900,13000.0,3,12.74,436.4,C,C1,375449.0,10+ years,0,65097.0,0,2016-10-01,0,0,196.0,14,10.47,0.0,690.0,694.0,9.0,1.0,1.0,8690.0,36.2,17.0,0,0,Feb-2004,0.0,1.0,0.0,3.0,5.0,5.0,3.0,5.0,5.0,7.0,9.0,5.0,9.0,0.0,0.0,0.0,2.0
901,22000.0,5,12.99,500.46,C,C1,214.0,5 years,0,200000.0,1,2014-10-01,0,0,498.0,32,10.22,0.0,675.0,679.0,12.0,0.0,0.0,19072.0,60.2,50.0,0,0,Aug-1999,0.0,1.0,6.0,9.0,10.0,10.0,9.0,22.0,15.0,10.0,31.0,10.0,12.0,0.0,0.0,0.0,1.0
902,29700.0,5,19.52,778.96,D,D4,258103.0,10+ years,0,66000.0,2,2013-12-01,0,0,731.0,0,14.98,0.0,670.0,674.0,9.0,1.0,1.0,20835.0,73.6,15.0,1,0,Sep-1999,23603.0,1.0,0.0,4.0,5.0,5.0,5.0,8.0,1.0,8.0,12.0,5.0,9.0,0.0,0.0,0.0,0.0
903,3200.0,3,11.39,105.36,B,B3,215809.0,4 years,0,110000.0,2,2017-02-01,0,4,607.0,14,14.26,0.0,670.0,674.0,8.0,0.0,0.0,2314.0,57.9,42.0,0,0,Feb-2004,4.0,1.0,0.0,1.0,2.0,2.0,2.0,8.0,26.0,5.0,14.0,2.0,8.0,0.0,0.0,0.0,3.0
904,15000.0,3,7.99,469.98,A,A5,38.0,10+ years,0,70000.0,1,2017-03-01,0,0,503.0,8,6.67,0.0,685.0,689.0,9.0,0.0,0.0,14005.0,46.2,22.0,0,0,Jul-2002,0.0,1.0,2.0,4.0,5.0,5.0,4.0,7.0,3.0,8.0,15.0,5.0,9.0,0.0,0.0,0.0,1.0
905,5600.0,3,24.5,221.18,F,F3,199155.0,< 1 year,1,18720.0,2,2014-05-01,0,0,132.0,12,23.08,0.0,665.0,669.0,6.0,0.0,0.0,3607.0,62.2,7.0,0,0,Nov-2010,0.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,6.0,0.0,0.0,0.0,1.0
906,17200.0,5,10.75,371.83,B,B4,127140.0,6 years,1,60000.0,0,2016-06-01,1,4,191.0,5,20.02,0.0,700.0,704.0,26.0,0.0,0.0,15441.0,30.8,63.0,0,0,Sep-1998,4.0,1.0,1.0,6.0,9.0,9.0,8.0,16.0,31.0,13.0,30.0,9.0,26.0,0.0,0.0,0.0,4.0
907,5600.0,3,11.67,185.12,B,B4,385.0,3 years,1,49040.0,1,2014-10-01,0,0,104.0,23,33.48,0.0,665.0,669.0,16.0,0.0,0.0,21569.0,66.2,32.0,1,0,Mar-1987,0.0,1.0,2.0,3.0,4.0,4.0,4.0,7.0,19.0,6.0,13.0,5.0,16.0,0.0,0.0,0.0,2.0
908,20200.0,5,20.2,537.43,E,E3,36193.0,10+ years,1,45000.0,1,2014-10-01,1,4,644.0,26,36.93,0.0,680.0,684.0,18.0,0.0,0.0,17326.0,59.7,43.0,0,0,Apr-2002,4.0,1.0,0.0,8.0,10.0,10.0,9.0,17.0,19.0,12.0,23.0,10.0,18.0,0.0,0.0,0.0,1.0
909,4500.0,3,13.06,151.76,C,C1,67.0,10+ years,0,46500.0,0,2018-06-01,0,4,32.0,21,14.09,0.0,700.0,704.0,13.0,0.0,0.0,11728.0,29.7,27.0,0,0,Jan-2001,4.0,1.0,1.0,4.0,5.0,5.0,7.0,12.0,5.0,11.0,20.0,5.0,13.0,0.0,0.0,0.0,7.0
910,20000.0,3,12.12,665.44,B,B3,339410.0,10+ years,0,55000.0,2,2012-08-01,0,2,542.0,14,24.42,0.0,700.0,704.0,20.0,0.0,0.0,18392.0,54.2,60.0,1,0,Oct-1982,5.0,1.0,,,,,6.0,,,,,,20.0,,,,
911,10000.0,3,12.99,336.9,C,C2,157286.0,3 years,1,40000.0,1,2016-03-01,1,0,38.0,21,19.14,1.0,660.0,664.0,11.0,0.0,0.0,7116.0,36.7,14.0,0,0,Apr-2007,0.0,1.0,0.0,7.0,8.0,8.0,8.0,8.0,4.0,10.0,10.0,8.0,11.0,0.0,0.0,0.0,3.0
912,25000.0,3,8.39,787.92,B,B1,1487.0,3 years,0,79500.0,0,2016-04-01,0,0,279.0,17,25.02,0.0,700.0,704.0,10.0,0.0,0.0,34712.0,59.1,14.0,0,0,Oct-1995,0.0,1.0,0.0,4.0,7.0,7.0,4.0,5.0,3.0,8.0,9.0,7.0,10.0,0.0,0.0,0.0,1.0
913,6000.0,3,17.76,216.2,D,D1,196830.0,7 years,1,52000.0,2,2013-10-01,0,5,277.0,8,30.96,0.0,710.0,714.0,14.0,0.0,0.0,27249.0,71.1,23.0,1,0,Feb-1985,71.0,1.0,0.0,5.0,11.0,11.0,5.0,8.0,7.0,11.0,15.0,11.0,14.0,0.0,0.0,0.0,1.0
914,15000.0,5,24.99,440.19,F,F4,12525.0,3 years,0,100000.0,2,2014-09-01,1,0,351.0,3,17.28,0.0,685.0,689.0,7.0,0.0,0.0,13387.0,97.7,19.0,0,0,Nov-2003,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,10.0,3.0,6.0,2.0,7.0,0.0,0.0,0.0,6.0
915,7000.0,3,11.99,232.47,B,B3,62.0,5 years,0,92000.0,0,2014-03-01,0,0,314.0,0,6.95,4.0,665.0,669.0,6.0,0.0,0.0,1736.0,75.5,27.0,1,0,Aug-1994,0.0,1.0,0.0,2.0,2.0,2.0,3.0,12.0,5.0,4.0,19.0,2.0,6.0,0.0,0.0,0.0,0.0
916,16000.0,3,13.99,546.77,C,C3,2390.0,10+ years,0,52000.0,2,2017-03-01,0,0,280.0,9,7.41,0.0,665.0,669.0,8.0,1.0,0.0,6568.0,19.0,10.0,0,0,Nov-1997,0.0,1.0,0.0,2.0,3.0,3.0,5.0,5.0,3.0,7.0,7.0,3.0,8.0,0.0,0.0,0.0,2.0
917,7425.0,3,14.49,255.54,C,C4,255570.0,8 years,1,48000.0,1,2016-07-01,1,2,102.0,26,14.63,0.0,670.0,674.0,9.0,0.0,0.0,4197.0,37.5,14.0,0,0,Feb-2011,5.0,1.0,1.0,4.0,8.0,8.0,4.0,4.0,5.0,8.0,9.0,8.0,9.0,0.0,0.0,0.0,2.0
918,7500.0,3,11.99,249.08,B,B3,259874.0,10+ years,1,55000.0,2,2013-11-01,0,0,275.0,8,14.07,0.0,695.0,699.0,10.0,1.0,1.0,3601.0,37.9,21.0,1,0,Oct-1997,38.0,1.0,0.0,1.0,4.0,4.0,3.0,5.0,4.0,7.0,14.0,4.0,10.0,0.0,0.0,0.0,3.0
919,9600.0,3,14.46,330.26,C,C4,19489.0,1 year,2,28000.0,0,2016-02-01,0,0,465.0,19,35.32,0.0,675.0,679.0,16.0,1.0,1.0,3244.0,27.0,23.0,0,0,Aug-1986,0.0,1.0,0.0,1.0,5.0,5.0,1.0,5.0,10.0,7.0,13.0,5.0,16.0,0.0,0.0,0.0,1.0
920,18400.0,5,16.55,452.85,D,D2,54978.0,10+ years,1,40000.0,1,2015-08-01,0,0,290.0,18,27.57,0.0,695.0,699.0,8.0,0.0,0.0,26103.0,49.3,22.0,0,0,Apr-1998,0.0,1.0,0.0,2.0,4.0,4.0,3.0,7.0,7.0,7.0,13.0,4.0,8.0,0.0,0.0,0.0,1.0
921,10625.0,5,12.35,238.24,B,B4,278067.0,10+ years,1,30488.0,2,2013-08-01,1,0,240.0,21,7.99,0.0,735.0,739.0,7.0,0.0,0.0,7574.0,26.5,12.0,1,0,Mar-2003,0.0,1.0,2.0,1.0,2.0,2.0,4.0,7.0,1.0,7.0,11.0,2.0,7.0,0.0,0.0,0.0,1.0
922,11000.0,3,10.64,358.26,B,B2,219522.0,10+ years,0,81600.0,2,2013-08-01,0,0,471.0,42,27.29,0.0,705.0,709.0,12.0,1.0,1.0,5847.0,52.2,28.0,1,0,Nov-1999,268.0,1.0,0.0,2.0,4.0,4.0,2.0,4.0,16.0,4.0,9.0,4.0,12.0,0.0,0.0,0.0,4.0
923,7650.0,3,17.57,274.92,D,D4,789.0,10+ years,1,38000.0,1,2015-11-01,0,0,267.0,27,32.25,0.0,665.0,669.0,11.0,2.0,0.0,8793.0,67.6,27.0,1,0,Jan-1985,0.0,1.0,3.0,2.0,7.0,7.0,2.0,6.0,3.0,8.0,21.0,7.0,11.0,0.0,0.0,0.0,2.0
924,18475.0,5,26.49,558.53,F,F2,28305.0,< 1 year,1,42000.0,1,2016-09-01,1,0,275.0,8,14.57,0.0,665.0,669.0,23.0,0.0,0.0,13071.0,43.0,24.0,0,0,Jan-2012,0.0,1.0,0.0,4.0,14.0,14.0,6.0,6.0,0.0,23.0,24.0,14.0,23.0,0.0,0.0,0.0,5.0
925,30000.0,5,15.59,723.03,C,C5,638.0,10+ years,0,96000.0,2,2016-08-01,1,0,221.0,8,6.13,0.0,695.0,699.0,8.0,0.0,0.0,12633.0,79.0,22.0,0,0,Dec-1996,0.0,1.0,0.0,3.0,4.0,4.0,3.0,6.0,9.0,6.0,12.0,4.0,8.0,0.0,0.0,0.0,2.0
926,21000.0,3,6.03,639.15,A,A1,301682.0,10+ years,2,495000.0,1,2013-05-01,0,6,590.0,8,0.0,0.0,730.0,734.0,5.0,0.0,0.0,0.0,0.0,26.0,0,0,Jul-1982,607.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,5.0,20.0,0.0,5.0,0.0,0.0,0.0,0.0
927,15000.0,5,19.89,396.5,E,E3,168559.0,3 years,1,42320.0,1,2016-01-01,0,0,369.0,21,13.33,0.0,685.0,689.0,5.0,0.0,0.0,3178.0,26.7,6.0,1,0,Jul-2012,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0
928,9000.0,3,13.49,305.38,C,C2,12799.0,1 year,1,85000.0,1,2016-09-01,0,0,264.0,30,29.62,0.0,690.0,694.0,19.0,0.0,0.0,7750.0,48.7,23.0,1,0,Feb-2010,0.0,1.0,0.0,4.0,5.0,5.0,4.0,4.0,17.0,6.0,6.0,5.0,19.0,0.0,0.0,0.0,5.0
929,24000.0,5,10.99,521.7,B,B4,1196.0,10+ years,0,79400.0,2,2015-04-01,0,4,80.0,21,23.22,0.0,710.0,714.0,17.0,0.0,0.0,48198.0,87.3,31.0,0,0,Apr-1997,4.0,1.0,0.0,5.0,13.0,13.0,6.0,9.0,5.0,14.0,23.0,13.0,17.0,0.0,0.0,0.0,1.0
930,15400.0,5,14.65,363.55,C,C5,4887.0,10+ years,1,58000.0,2,2015-03-01,0,0,143.0,8,19.53,0.0,735.0,739.0,9.0,0.0,0.0,2057.0,7.6,18.0,0,0,Sep-2002,0.0,1.0,0.0,3.0,4.0,4.0,3.0,8.0,5.0,6.0,13.0,4.0,9.0,0.0,0.0,0.0,6.0
931,14000.0,5,21.99,386.59,F,F1,97.0,< 1 year,0,105000.0,1,2015-12-01,0,4,2.0,2,10.94,0.0,665.0,669.0,9.0,0.0,0.0,10759.0,77.0,30.0,0,0,May-2003,4.0,1.0,2.0,4.0,4.0,4.0,4.0,14.0,10.0,5.0,16.0,4.0,9.0,0.0,0.0,0.0,4.0
932,35000.0,5,13.35,802.65,C,C2,48.0,10+ years,0,180000.0,2,2014-09-01,0,4,500.0,27,30.93,0.0,670.0,674.0,17.0,0.0,0.0,81910.0,88.2,56.0,1,0,Aug-1988,4.0,1.0,0.0,7.0,10.0,10.0,7.0,10.0,27.0,10.0,19.0,10.0,17.0,0.0,0.0,0.0,1.0
933,6200.0,3,17.86,223.71,D,D5,58736.0,5 years,2,30000.0,2,2015-08-01,1,0,581.0,24,18.0,0.0,680.0,684.0,6.0,1.0,1.0,2981.0,67.7,17.0,0,0,Dec-2001,0.0,1.0,0.0,3.0,4.0,4.0,3.0,5.0,10.0,4.0,7.0,4.0,6.0,0.0,0.0,0.0,1.0
934,3200.0,3,11.14,104.98,B,B2,297247.0,8 years,2,30000.0,1,2013-05-01,0,0,189.0,9,20.92,0.0,720.0,724.0,9.0,1.0,1.0,2671.0,19.6,24.0,1,0,Oct-2000,838.0,1.0,0.0,0.0,4.0,4.0,2.0,12.0,6.0,6.0,17.0,4.0,9.0,0.0,0.0,0.0,2.0
935,14400.0,3,8.99,457.85,B,B1,3384.0,4 years,1,47000.0,0,2016-09-01,0,0,390.0,13,13.64,0.0,695.0,699.0,18.0,0.0,0.0,10190.0,40.0,24.0,1,0,Apr-2006,0.0,1.0,0.0,5.0,7.0,7.0,6.0,6.0,11.0,11.0,13.0,7.0,18.0,0.0,0.0,0.0,4.0
936,25000.0,3,6.24,763.28,A,A2,63018.0,10+ years,0,74600.0,0,2015-07-01,0,0,253.0,21,19.23,0.0,740.0,744.0,17.0,0.0,0.0,22598.0,37.5,35.0,1,0,Mar-1986,0.0,1.0,1.0,4.0,9.0,9.0,5.0,11.0,5.0,14.0,23.0,9.0,17.0,0.0,0.0,0.0,1.0
937,12000.0,3,11.53,395.89,B,B5,5104.0,8 years,0,45000.0,0,2015-02-01,0,2,212.0,7,12.73,0.0,695.0,699.0,5.0,0.0,0.0,16422.0,96.6,22.0,0,0,Jun-2003,5.0,1.0,0.0,1.0,2.0,2.0,1.0,8.0,6.0,2.0,9.0,2.0,5.0,0.0,0.0,0.0,1.0
938,35000.0,5,11.44,768.69,B,B4,346.0,3 years,0,135000.0,2,2014-12-01,0,3,245.0,26,14.84,3.0,760.0,764.0,17.0,0.0,0.0,2585.0,4.0,29.0,1,0,Feb-1994,3.0,1.0,0.0,1.0,3.0,3.0,6.0,10.0,11.0,11.0,16.0,3.0,17.0,0.0,0.0,0.0,1.0
939,16000.0,5,13.33,366.76,C,C3,74392.0,6 years,0,50000.0,1,2015-06-01,1,0,260.0,21,20.14,0.0,680.0,684.0,26.0,0.0,0.0,8238.0,24.7,43.0,0,0,Feb-2003,0.0,1.0,3.0,8.0,14.0,14.0,9.0,16.0,6.0,21.0,35.0,14.0,26.0,0.0,0.0,0.0,1.0
940,10000.0,3,15.31,348.18,C,C2,322177.0,7 years,0,40000.0,0,2012-12-01,0,0,271.0,35,18.45,0.0,700.0,704.0,14.0,1.0,1.0,5598.0,29.6,23.0,1,0,May-2001,49444.0,1.0,0.0,3.0,3.0,3.0,4.0,10.0,5.0,11.0,17.0,3.0,14.0,0.0,0.0,0.0,3.0
941,15000.0,5,9.17,312.62,B,B1,188434.0,8 years,0,67500.0,1,2014-08-01,0,0,167.0,8,9.4,0.0,780.0,784.0,5.0,0.0,0.0,4671.0,23.0,11.0,0,0,Nov-2000,0.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0
942,13600.0,3,12.29,453.61,C,C1,78822.0,< 1 year,1,49000.0,1,2015-05-01,1,4,221.0,8,30.9,0.0,700.0,704.0,12.0,0.0,0.0,14846.0,79.8,17.0,0,0,Apr-2007,4.0,1.0,0.0,6.0,7.0,7.0,7.0,10.0,2.0,9.0,14.0,7.0,12.0,0.0,0.0,0.0,1.0
943,30625.0,5,12.74,692.75,C,C1,13333.0,10+ years,0,85000.0,2,2017-04-01,0,0,0.0,0,15.28,0.0,735.0,739.0,6.0,0.0,0.0,15449.0,51.7,23.0,0,0,Jul-1987,0.0,1.0,0.0,1.0,3.0,3.0,2.0,4.0,6.0,4.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0
944,14400.0,3,13.35,487.63,C,C2,675.0,10+ years,1,45000.0,0,2014-06-01,0,0,230.0,2,24.24,0.0,705.0,709.0,7.0,0.0,0.0,3751.0,33.5,17.0,0,0,Jun-2005,0.0,1.0,0.0,3.0,5.0,5.0,3.0,4.0,10.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,3.0
945,8000.0,3,12.99,269.52,C,C2,62.0,4 years,1,74000.0,0,2015-01-01,1,0,17.0,13,17.06,0.0,670.0,674.0,8.0,0.0,0.0,15791.0,79.8,26.0,1,0,Apr-2004,0.0,1.0,0.0,5.0,5.0,5.0,5.0,8.0,18.0,5.0,8.0,5.0,8.0,0.0,0.0,0.0,2.0
946,11500.0,3,15.31,400.4,C,C2,333198.0,6 years,1,34500.0,0,2012-09-01,0,0,616.0,0,28.42,0.0,685.0,689.0,9.0,0.0,0.0,6886.0,54.7,12.0,1,0,Nov-2005,53476.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,5.0,6.0,6.0,4.0,9.0,0.0,0.0,0.0,2.0
947,18000.0,5,15.22,430.31,C,C3,219484.0,7 years,1,125000.0,2,2013-08-01,0,0,103.0,36,21.37,0.0,705.0,709.0,11.0,0.0,0.0,50802.0,77.8,32.0,1,0,Jan-1997,70.0,1.0,0.0,4.0,4.0,4.0,4.0,10.0,15.0,5.0,14.0,4.0,11.0,0.0,0.0,0.0,1.0
948,9000.0,3,22.9,347.92,E,E1,1408.0,1 year,1,32000.0,1,2018-05-01,0,0,451.0,36,9.98,0.0,685.0,689.0,9.0,0.0,0.0,8539.0,27.7,9.0,1,0,May-2012,0.0,1.0,0.0,5.0,6.0,6.0,8.0,8.0,0.0,9.0,9.0,6.0,9.0,0.0,0.0,0.0,4.0
949,20250.0,5,14.46,476.03,C,C4,1914.0,2 years,0,50000.0,1,2016-05-01,0,4,282.0,7,31.16,0.0,720.0,724.0,19.0,0.0,0.0,12833.0,35.7,47.0,1,0,Oct-1989,4.0,1.0,0.0,1.0,7.0,7.0,4.0,6.0,23.0,16.0,23.0,7.0,19.0,0.0,0.0,0.0,2.0
950,20000.0,3,6.62,614.08,A,A2,269816.0,5 years,0,110000.0,1,2013-09-01,0,2,160.0,4,12.56,0.0,740.0,744.0,12.0,0.0,0.0,12742.0,34.8,24.0,0,0,Jun-2000,289.0,1.0,0.0,2.0,5.0,5.0,2.0,6.0,8.0,8.0,14.0,5.0,12.0,0.0,0.0,0.0,1.0
951,6375.0,3,7.49,198.28,A,A4,15728.0,10+ years,1,58000.0,0,2017-01-01,0,0,49.0,12,16.84,0.0,715.0,719.0,9.0,0.0,0.0,8414.0,39.9,17.0,0,0,Mar-2003,0.0,1.0,0.0,2.0,5.0,5.0,4.0,4.0,7.0,8.0,10.0,5.0,9.0,0.0,0.0,0.0,3.0
952,24000.0,5,11.99,533.75,B,B3,3920.0,10+ years,0,63000.0,0,2014-04-01,1,4,517.0,14,26.55,0.0,735.0,739.0,13.0,0.0,0.0,34845.0,42.6,27.0,1,0,May-1987,4.0,1.0,0.0,5.0,8.0,8.0,5.0,8.0,8.0,10.0,15.0,8.0,13.0,0.0,0.0,0.0,1.0
953,8000.0,3,6.62,245.63,A,A2,268556.0,5 years,1,20000.0,1,2012-01-01,0,4,222.0,12,16.32,0.0,735.0,739.0,6.0,0.0,0.0,9208.0,54.8,10.0,1,0,Mar-2002,622.0,1.0,,,,,,,,,,,,,,,
954,20000.0,5,9.17,416.82,B,B1,38992.0,10+ years,0,80000.0,1,2014-07-01,0,2,225.0,18,12.45,0.0,815.0,819.0,16.0,0.0,0.0,8395.0,9.5,52.0,1,0,Apr-2000,5.0,1.0,0.0,3.0,5.0,5.0,9.0,21.0,20.0,13.0,32.0,5.0,16.0,0.0,0.0,0.0,0.0
955,9600.0,3,11.47,316.44,B,B5,134.0,10+ years,1,61000.0,1,2016-03-01,0,0,115.0,8,15.99,1.0,665.0,669.0,9.0,0.0,0.0,7993.0,71.4,16.0,0,0,Jan-2002,0.0,1.0,1.0,3.0,5.0,5.0,3.0,4.0,7.0,8.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0
956,24650.0,5,25.57,731.78,F,F5,48536.0,10+ years,0,65000.0,2,2014-08-01,1,0,62.0,13,32.85,0.0,675.0,679.0,24.0,0.0,0.0,25647.0,80.1,32.0,0,0,Feb-2004,0.0,1.0,0.0,9.0,18.0,18.0,9.0,13.0,9.0,18.0,22.0,18.0,24.0,0.0,0.0,0.0,1.0
957,18000.0,3,7.9,563.23,A,A4,62.0,7 years,0,100000.0,2,2013-11-01,0,0,615.0,15,22.08,0.0,715.0,719.0,15.0,0.0,0.0,26394.0,53.1,39.0,1,0,Apr-1993,2703.0,1.0,0.0,8.0,9.0,9.0,8.0,23.0,9.0,12.0,30.0,9.0,15.0,0.0,0.0,0.0,1.0
958,8875.0,3,15.61,310.32,C,C4,151.0,2 years,0,45000.0,2,2014-01-01,0,0,441.0,9,28.67,1.0,665.0,669.0,13.0,0.0,0.0,114849.0,85.4,18.0,1,0,Apr-2003,0.0,1.0,0.0,3.0,5.0,5.0,3.0,3.0,12.0,5.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0
959,10000.0,3,9.75,321.5,B,B3,6788.0,5 years,0,187000.0,2,2016-03-01,1,4,176.0,3,2.09,0.0,690.0,694.0,7.0,1.0,0.0,7977.0,36.6,11.0,0,0,Dec-1992,2.0,1.0,1.0,3.0,6.0,6.0,3.0,4.0,0.0,6.0,9.0,6.0,7.0,0.0,0.0,0.0,3.0
960,24000.0,5,19.03,622.97,D,D3,121491.0,9 years,1,60000.0,1,2017-07-01,1,5,275.0,8,21.98,1.0,695.0,699.0,8.0,0.0,0.0,7178.0,37.4,15.0,0,0,Nov-2001,6.0,1.0,4.0,3.0,5.0,5.0,3.0,4.0,8.0,6.0,7.0,5.0,8.0,0.0,0.0,1.0,1.0
961,18000.0,3,9.17,573.83,B,B2,56.0,10+ years,0,68000.0,0,2015-04-01,0,4,173.0,32,4.8,3.0,665.0,669.0,8.0,0.0,0.0,10553.0,89.4,62.0,0,0,Nov-1999,4.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,44.0,3.0,13.0,2.0,8.0,0.0,0.0,1.0,2.0
962,13900.0,3,9.44,444.87,B,B1,143990.0,1 year,2,45000.0,0,2017-05-01,0,8,253.0,21,15.6,0.0,760.0,764.0,7.0,0.0,0.0,1596.0,7.7,13.0,0,0,Aug-2006,9.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,8.0,5.0,5.0,1.0,7.0,0.0,0.0,0.0,1.0
963,20000.0,3,8.39,630.34,B,B1,593.0,1 year,0,86000.0,1,2016-06-01,0,0,32.0,21,4.9,1.0,685.0,689.0,6.0,0.0,0.0,2790.0,19.8,10.0,0,0,Nov-2007,0.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,6.0,1.0,6.0,0.0,0.0,0.0,1.0
964,12800.0,3,5.32,385.47,A,A1,136795.0,10+ years,0,100000.0,0,2016-04-01,0,9,401.0,24,14.03,0.0,735.0,739.0,10.0,0.0,0.0,12607.0,36.9,15.0,0,0,May-1999,10.0,1.0,1.0,3.0,4.0,4.0,4.0,7.0,3.0,6.0,11.0,4.0,10.0,0.0,0.0,0.0,2.0
965,10000.0,5,26.3,301.19,E,E5,4317.0,1 year,1,52000.0,2,2017-07-01,0,0,54.0,28,28.21,0.0,685.0,689.0,20.0,0.0,0.0,8253.0,57.7,25.0,0,0,Jul-1997,0.0,1.0,0.0,4.0,5.0,5.0,4.0,4.0,17.0,6.0,8.0,5.0,20.0,0.0,0.0,0.0,3.0
966,24000.0,5,12.29,537.4,C,C1,196.0,2 years,0,70000.0,1,2015-06-01,0,4,129.0,30,26.8,0.0,695.0,699.0,18.0,0.0,0.0,23345.0,80.2,25.0,0,0,Jan-2002,4.0,1.0,0.0,6.0,8.0,8.0,7.0,10.0,10.0,9.0,15.0,8.0,18.0,0.0,0.0,0.0,0.0
967,5000.0,3,19.03,183.36,D,D3,54.0,,0,53000.0,0,2017-05-01,0,2,80.0,21,11.23,0.0,690.0,694.0,13.0,0.0,0.0,83.0,0.2,24.0,1,0,Feb-1978,5.0,1.0,1.0,1.0,2.0,2.0,8.0,11.0,7.0,11.0,15.0,2.0,13.0,0.0,0.0,0.0,4.0
968,10000.0,3,13.49,339.31,C,C2,18279.0,10+ years,2,24000.0,2,2017-05-01,0,0,186.0,9,18.4,0.0,725.0,729.0,9.0,0.0,0.0,9915.0,33.4,16.0,0,0,Aug-2000,0.0,1.0,0.0,1.0,6.0,6.0,3.0,4.0,2.0,9.0,14.0,6.0,9.0,0.0,0.0,0.0,0.0
969,16100.0,5,14.46,378.47,C,C4,161460.0,10+ years,2,80043.0,2,2016-02-01,0,2,492.0,36,10.94,5.0,680.0,684.0,18.0,1.0,0.0,10030.0,57.0,26.0,0,0,Oct-1987,5.0,1.0,0.0,7.0,14.0,14.0,5.0,7.0,3.0,14.0,19.0,10.0,18.0,,0.0,0.0,3.0
970,30000.0,5,23.99,862.87,E,E2,22947.0,4 years,0,75000.0,1,2016-06-01,1,0,347.0,14,27.5,0.0,755.0,759.0,9.0,0.0,0.0,2357.0,50.1,28.0,0,0,Oct-2004,0.0,1.0,0.0,1.0,1.0,1.0,5.0,9.0,13.0,5.0,14.0,1.0,9.0,0.0,0.0,0.0,1.0
971,6000.0,3,8.39,189.1,B,B1,126247.0,8 years,2,43000.0,2,2016-06-01,1,5,53.0,19,7.03,0.0,745.0,749.0,5.0,0.0,0.0,2409.0,15.0,18.0,0,0,Oct-1998,6.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,12.0,4.0,6.0,1.0,5.0,0.0,0.0,0.0,4.0
972,20000.0,3,6.89,616.54,A,A3,38.0,10+ years,0,87000.0,1,2015-11-01,0,0,10.0,8,6.51,2.0,700.0,704.0,22.0,0.0,0.0,22236.0,16.7,49.0,1,0,Jan-1996,0.0,1.0,1.0,8.0,11.0,11.0,14.0,26.0,2.0,21.0,43.0,11.0,22.0,0.0,0.0,1.0,2.0
973,13000.0,5,24.99,381.5,F,F3,54.0,,1,32550.0,2,2016-03-01,1,0,80.0,21,26.07,0.0,660.0,664.0,7.0,1.0,0.0,12774.0,76.5,9.0,0,0,Jun-1998,0.0,1.0,0.0,3.0,6.0,6.0,3.0,3.0,1.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0
974,5400.0,3,17.97,195.15,D,D1,132.0,10+ years,0,70000.0,0,2018-11-01,0,0,792.0,13,35.74,0.0,685.0,689.0,17.0,0.0,0.0,42104.0,58.3,46.0,0,0,Dec-2002,0.0,1.0,0.0,6.0,10.0,10.0,8.0,13.0,21.0,12.0,23.0,10.0,17.0,0.0,0.0,0.0,1.0
