id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
801051,9000.0,3,5.32,271.04,A,A1,807.0,10+ years,0,50000.0,2,2016-06-01,0,590.0,8,14.59,0.0,715.0,719.0,5.0,0.0,0.0,8829.0,51.6,17.0,1,0,Jan-2005,0.0,1.0,0.0,2.0,2.0,2.0,3.0,7.0,6.0,4.0,10.0,2.0,5.0,0.0,0.0,0.0,2.0
801052,20000.0,3,11.99,664.2,C,C1,1293.0,3 years,1,75000.0,1,2016-03-01,0,4.0,3,12.99,0.0,660.0,664.0,10.0,0.0,0.0,17783.0,63.3,12.0,0,0,Apr-2012,0.0,1.0,0.0,7.0,8.0,8.0,7.0,7.0,3.0,8.0,8.0,8.0,10.0,0.0,0.0,0.0,2.0
801053,8125.0,3,13.98,277.62,C,C3,64904.0,10+ years,1,44000.0,2,2014-05-01,0,471.0,42,25.97,0.0,695.0,699.0,8.0,0.0,0.0,11344.0,46.7,16.0,0,0,Jun-1998,0.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0
801054,9000.0,3,6.62,276.34,A,A2,220807.0,4 years,0,125000.0,0,2011-11-01,2,260.0,21,7.26,0.0,800.0,804.0,9.0,0.0,0.0,38894.0,3.5,22.0,1,0,Mar-1998,2943.0,1.0,,,,,,,,,,,,,,,
801055,35000.0,5,21.0,946.87,E,E2,313966.0,10+ years,0,138000.0,2,2013-03-01,0,361.0,8,27.22,0.0,680.0,684.0,13.0,0.0,0.0,14650.0,65.4,35.0,0,0,May-2004,0.0,1.0,0.0,1.0,7.0,7.0,1.0,7.0,16.0,7.0,17.0,7.0,13.0,0.0,0.0,0.0,4.0
801056,20000.0,3,8.18,628.39,B,B1,67.0,< 1 year,0,65000.0,1,2015-10-01,0,291.0,23,15.92,0.0,680.0,684.0,7.0,1.0,1.0,5704.0,71.3,12.0,1,0,Sep-2002,0.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,7.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0
801057,20000.0,5,28.69,631.07,F,F1,1388.0,2 years,2,90000.0,1,2017-04-01,0,480.0,8,15.96,0.0,705.0,709.0,13.0,0.0,0.0,17179.0,36.9,30.0,0,0,Sep-2002,0.0,1.0,0.0,3.0,5.0,5.0,5.0,8.0,17.0,8.0,11.0,5.0,13.0,0.0,0.0,0.0,3.0
801058,10400.0,5,14.98,247.31,C,C3,13413.0,1 year,1,42000.0,1,2014-01-01,0,518.0,1,28.71,4.0,680.0,684.0,12.0,0.0,0.0,4580.0,32.9,33.0,1,0,Sep-2002,0.0,1.0,1.0,3.0,4.0,4.0,5.0,8.0,21.0,7.0,12.0,4.0,12.0,0.0,0.0,3.0,1.0
801059,9000.0,3,14.48,309.71,C,C5,3407.0,4 years,1,56500.0,2,2015-12-01,0,100.0,4,11.75,0.0,670.0,674.0,6.0,0.0,0.0,7046.0,75.0,9.0,1,0,Feb-2009,0.0,1.0,0.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,2.0
801060,24000.0,5,17.56,603.72,D,D1,282231.0,10+ years,0,59878.0,2,2013-07-01,2,67.0,19,22.81,0.0,685.0,689.0,9.0,0.0,0.0,12564.0,82.1,24.0,1,0,Sep-2002,36117.0,1.0,0.0,4.0,5.0,5.0,4.0,9.0,9.0,6.0,14.0,5.0,9.0,0.0,0.0,0.0,1.0
801061,14975.0,5,17.57,376.78,D,D4,1621.0,2 years,0,30000.0,0,2015-04-01,0,340.0,14,36.75,0.0,690.0,694.0,21.0,0.0,0.0,8538.0,63.2,38.0,0,0,Mar-1985,0.0,1.0,0.0,1.0,2.0,2.0,2.0,8.0,27.0,3.0,10.0,2.0,21.0,0.0,0.0,0.0,3.0
801062,35000.0,3,10.42,1136.27,B,B3,4842.0,2 years,0,60000.0,2,2018-01-01,1,156.0,18,14.86,0.0,765.0,769.0,6.0,0.0,0.0,2542.0,8.4,16.0,0,1,Jul-2007,1.0,1.0,0.0,1.0,3.0,3.0,1.0,5.0,1.0,4.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0
801063,15000.0,3,16.29,529.51,C,C4,335592.0,3 years,1,46000.0,0,2012-09-01,5,418.0,45,18.31,0.0,680.0,684.0,9.0,0.0,0.0,11694.0,73.5,19.0,1,0,Jan-2002,6.0,1.0,0.0,4.0,7.0,7.0,4.0,8.0,5.0,8.0,14.0,7.0,9.0,0.0,0.0,0.0,1.0
801064,15000.0,3,13.33,507.8,C,C3,22656.0,10+ years,0,71000.0,2,2015-08-01,0,746.0,27,24.32,0.0,675.0,679.0,16.0,2.0,0.0,7047.0,45.5,35.0,0,0,Feb-2002,0.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,22.0,3.0,8.0,1.0,16.0,0.0,0.0,0.0,4.0
801065,25000.0,3,5.32,752.87,A,A1,174045.0,2 years,0,110000.0,0,2016-07-01,3,238.0,22,17.64,0.0,765.0,769.0,8.0,0.0,0.0,4288.0,20.2,24.0,1,0,Jun-2007,3.0,1.0,0.0,3.0,3.0,3.0,3.0,8.0,10.0,4.0,12.0,3.0,8.0,0.0,0.0,0.0,1.0
801066,20200.0,5,17.27,504.96,C,C5,300753.0,4 years,0,100000.0,2,2013-05-01,0,2.0,2,11.66,0.0,685.0,689.0,12.0,0.0,0.0,14755.0,86.3,33.0,1,0,Oct-2000,42202.0,1.0,2.0,4.0,5.0,5.0,5.0,12.0,7.0,6.0,14.0,5.0,12.0,0.0,0.0,0.0,0.0
801067,10000.0,3,10.99,327.34,B,B4,161.0,6 years,1,60000.0,1,2015-08-01,5,232.0,13,25.68,0.0,680.0,684.0,17.0,0.0,0.0,2349.0,35.1,47.0,0,0,Oct-2005,6.0,1.0,5.0,3.0,5.0,5.0,4.0,5.0,35.0,9.0,11.0,5.0,17.0,0.0,0.0,0.0,1.0
801068,24000.0,5,10.99,521.7,B,B3,17517.0,10+ years,0,116000.0,2,2014-09-01,0,23.0,9,22.34,0.0,710.0,714.0,9.0,0.0,0.0,47106.0,89.0,24.0,0,0,Mar-1996,0.0,1.0,0.0,4.0,5.0,5.0,4.0,7.0,6.0,5.0,15.0,5.0,9.0,0.0,0.0,0.0,1.0
801069,8000.0,3,9.92,257.84,B,B2,218372.0,3 years,1,55000.0,0,2018-04-01,3,705.0,19,6.87,0.0,680.0,684.0,9.0,4.0,1.0,776.0,5.4,22.0,0,0,Sep-2004,3.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,4.0,8.0,18.0,1.0,8.0,0.0,0.0,0.0,0.0
801070,7500.0,3,14.08,256.63,C,C3,236.0,10+ years,2,106000.0,1,2017-05-01,4,138.0,0,13.9,0.0,665.0,669.0,16.0,0.0,0.0,17050.0,79.3,33.0,0,0,Jun-2003,4.0,1.0,1.0,1.0,8.0,8.0,1.0,3.0,9.0,10.0,18.0,8.0,16.0,0.0,0.0,0.0,6.0
801071,1200.0,3,7.99,37.6,A,A5,54.0,,1,60000.0,0,2017-01-01,7,103.0,36,17.34,0.0,700.0,704.0,16.0,1.0,1.0,10330.0,26.3,33.0,0,0,Jan-1994,8.0,1.0,0.0,4.0,5.0,5.0,6.0,11.0,13.0,11.0,17.0,5.0,16.0,0.0,0.0,0.0,2.0
801072,30750.0,3,16.29,1085.49,C,C4,220599.0,10+ years,2,106500.0,2,2013-04-01,0,141.0,13,1.98,0.0,675.0,679.0,8.0,0.0,0.0,8874.0,49.0,11.0,1,0,Jul-2000,38.0,1.0,0.0,5.0,6.0,6.0,5.0,6.0,0.0,8.0,10.0,6.0,8.0,0.0,0.0,0.0,1.0
801073,25000.0,3,13.99,854.32,C,C3,1440.0,10+ years,0,160000.0,0,2016-09-01,4,34.0,18,26.4,0.0,730.0,734.0,22.0,0.0,0.0,27842.0,36.9,41.0,0,0,Feb-2005,4.0,1.0,0.0,10.0,11.0,11.0,12.0,17.0,13.0,15.0,23.0,11.0,22.0,0.0,0.0,0.0,0.0
801074,4500.0,3,7.89,140.79,A,A5,38.0,10+ years,0,73000.0,0,2015-04-01,4,38.0,21,10.37,0.0,740.0,744.0,11.0,0.0,0.0,4216.0,30.8,17.0,1,0,Oct-1998,4.0,1.0,0.0,3.0,5.0,5.0,3.0,4.0,4.0,8.0,11.0,5.0,11.0,0.0,0.0,0.0,1.0
801075,16800.0,5,20.0,445.1,D,D4,132.0,10+ years,1,69000.0,1,2017-10-01,4,216.0,8,27.19,0.0,685.0,689.0,8.0,0.0,0.0,28103.0,80.8,19.0,0,0,Mar-2005,4.0,1.0,0.0,3.0,4.0,4.0,3.0,8.0,7.0,5.0,12.0,4.0,8.0,0.0,0.0,0.0,1.0
801076,10000.0,3,12.88,336.37,C,C2,2390.0,5 years,1,24000.0,1,2016-01-01,4,514.0,13,10.41,0.0,695.0,699.0,9.0,0.0,0.0,5820.0,37.3,10.0,0,0,Aug-2011,4.0,1.0,0.0,2.0,5.0,5.0,4.0,4.0,1.0,9.0,9.0,5.0,9.0,0.0,0.0,0.0,1.0
801077,7000.0,3,9.49,224.2,B,B2,54.0,,2,72000.0,0,2016-09-01,0,156.0,18,11.07,1.0,710.0,714.0,15.0,0.0,0.0,84704.0,30.8,39.0,0,0,May-1989,0.0,1.0,0.0,5.0,8.0,8.0,8.0,24.0,4.0,12.0,29.0,8.0,15.0,0.0,0.0,0.0,2.0
801078,17000.0,3,6.03,517.41,A,A1,2276.0,2 years,2,75000.0,1,2014-05-01,4,284.0,13,5.2,0.0,810.0,814.0,12.0,0.0,0.0,427.0,0.7,36.0,0,0,Oct-1999,4.0,1.0,0.0,1.0,2.0,2.0,4.0,7.0,17.0,9.0,16.0,2.0,12.0,0.0,0.0,0.0,2.0
801079,19000.0,5,24.89,556.46,F,F4,283874.0,4 years,1,75000.0,2,2013-07-01,5,124.0,13,20.89,0.0,670.0,674.0,13.0,0.0,0.0,17766.0,82.5,20.0,1,0,May-1998,6.0,1.0,0.0,6.0,10.0,10.0,6.0,8.0,3.0,11.0,17.0,10.0,13.0,0.0,0.0,0.0,2.0
801080,35000.0,3,14.49,1204.57,C,C4,54.0,,0,96000.0,2,2014-10-01,4,230.0,2,23.68,0.0,670.0,674.0,23.0,0.0,0.0,37127.0,64.1,52.0,1,0,Jun-1979,4.0,1.0,0.0,9.0,14.0,14.0,10.0,14.0,15.0,20.0,30.0,14.0,23.0,0.0,0.0,0.0,4.0
801081,21000.0,5,20.75,565.18,E,E2,385.0,5 years,0,80000.0,1,2016-03-01,0,62.0,13,15.68,0.0,665.0,669.0,9.0,0.0,0.0,47978.0,90.9,13.0,0,0,Aug-2001,0.0,1.0,0.0,5.0,8.0,8.0,5.0,5.0,0.0,8.0,9.0,8.0,9.0,0.0,0.0,0.0,2.0
801082,12600.0,5,13.66,290.97,C,C3,54.0,,0,60000.0,2,2014-11-01,0,209.0,21,20.4,0.0,685.0,689.0,23.0,0.0,0.0,22716.0,57.4,60.0,0,0,Apr-1979,0.0,1.0,0.0,4.0,9.0,9.0,7.0,17.0,3.0,21.0,51.0,9.0,23.0,0.0,0.0,0.0,2.0
801083,10000.0,5,23.99,287.63,E,E2,598.0,1 year,0,84000.0,1,2017-01-01,0,753.0,0,22.57,0.0,695.0,699.0,11.0,0.0,0.0,33253.0,60.5,19.0,0,0,Mar-1982,0.0,1.0,0.0,4.0,7.0,7.0,4.0,7.0,4.0,9.0,15.0,7.0,11.0,0.0,0.0,0.0,1.0
801084,24000.0,3,11.53,791.77,B,B5,72191.0,1 year,0,115000.0,1,2015-06-01,0,89.0,3,11.77,3.0,665.0,669.0,13.0,0.0,0.0,17828.0,77.9,24.0,0,0,Aug-1998,0.0,1.0,1.0,6.0,8.0,8.0,6.0,10.0,3.0,9.0,16.0,8.0,13.0,0.0,0.0,0.0,2.0
801085,10075.0,5,23.13,284.78,F,F1,136661.0,4 years,1,60000.0,0,2016-04-01,4,60.0,30,25.52,0.0,670.0,674.0,11.0,0.0,0.0,17280.0,87.7,13.0,0,0,Mar-2010,4.0,1.0,0.0,5.0,9.0,9.0,5.0,5.0,3.0,9.0,10.0,9.0,11.0,0.0,0.0,0.0,3.0
801086,21200.0,3,7.9,663.36,A,A4,332319.0,6 years,0,53000.0,2,2012-10-01,0,493.0,42,19.79,0.0,765.0,769.0,10.0,0.0,0.0,12034.0,28.7,23.0,1,0,Feb-1993,0.0,1.0,0.0,4.0,5.0,5.0,5.0,12.0,3.0,7.0,16.0,5.0,10.0,0.0,0.0,0.0,4.0
801087,11200.0,5,19.89,296.05,E,E3,3410.0,10+ years,1,45800.0,2,2015-12-01,0,549.0,8,29.32,0.0,680.0,684.0,11.0,0.0,0.0,8396.0,69.4,14.0,0,0,Mar-2006,0.0,1.0,0.0,3.0,7.0,7.0,3.0,3.0,5.0,9.0,9.0,7.0,11.0,0.0,0.0,0.0,1.0
801088,14500.0,3,7.99,454.32,A,A5,62.0,4 years,1,95000.0,0,2017-03-01,4,33.0,22,16.25,1.0,710.0,714.0,17.0,0.0,0.0,4464.0,38.2,36.0,0,1,Sep-2006,4.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,31.0,4.0,5.0,3.0,17.0,0.0,0.0,0.0,1.0
801089,7200.0,3,8.18,226.23,B,B1,70748.0,1 year,1,28800.0,1,2015-07-01,3,41.0,25,27.96,0.0,725.0,729.0,8.0,0.0,0.0,3825.0,44.5,8.0,1,0,Aug-2011,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,1.0
801090,7500.0,3,14.65,258.71,C,C5,143.0,10+ years,1,51000.0,2,2015-03-01,0,38.0,21,27.76,0.0,660.0,664.0,12.0,1.0,1.0,21805.0,46.7,27.0,1,0,Oct-1994,0.0,1.0,0.0,4.0,9.0,9.0,4.0,7.0,8.0,10.0,19.0,9.0,12.0,0.0,0.0,0.0,6.0
801091,12000.0,3,8.9,381.04,A,A5,304532.0,2 years,0,145000.0,1,2013-04-01,0,167.0,8,5.35,1.0,675.0,679.0,10.0,0.0,0.0,12698.0,45.5,14.0,1,0,Apr-2002,43371.0,1.0,0.0,6.0,6.0,6.0,6.0,9.0,4.0,6.0,9.0,6.0,10.0,0.0,0.0,0.0,0.0
801092,13000.0,3,10.74,424.01,B,B2,344654.0,2 years,1,35000.0,1,2012-05-01,0,238.0,22,12.41,0.0,705.0,709.0,5.0,0.0,0.0,13189.0,73.7,6.0,1,0,Nov-1993,371.0,1.0,,,,,,,,,,,,,,,
801093,16425.0,5,16.78,406.27,C,C5,276048.0,6 years,0,38000.0,2,2013-08-01,3,474.0,14,21.35,0.0,720.0,724.0,20.0,0.0,0.0,21170.0,44.2,43.0,1,0,Mar-1998,1207.0,1.0,0.0,2.0,4.0,4.0,3.0,5.0,25.0,9.0,13.0,4.0,20.0,0.0,0.0,0.0,3.0
801094,1600.0,3,13.66,54.43,C,C3,38.0,< 1 year,2,40000.0,1,2014-11-01,0,164.0,20,15.1,0.0,670.0,674.0,23.0,0.0,0.0,5535.0,70.1,26.0,1,0,Jun-2007,0.0,1.0,0.0,3.0,4.0,4.0,3.0,3.0,22.0,4.0,4.0,4.0,23.0,0.0,0.0,0.0,1.0
801095,11500.0,5,16.55,283.03,D,D2,53928.0,5 years,1,45000.0,0,2015-08-01,4,687.0,23,16.43,0.0,700.0,704.0,25.0,0.0,0.0,10359.0,66.4,41.0,0,0,Nov-2003,4.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,33.0,5.0,8.0,2.0,25.0,0.0,0.0,0.0,0.0
801096,30000.0,3,7.26,929.89,A,A4,32.0,7 years,1,120000.0,1,2015-09-01,4,100.0,4,14.27,0.0,705.0,709.0,17.0,0.0,0.0,31018.0,107.7,34.0,0,0,Sep-2004,4.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,25.0,3.0,9.0,3.0,17.0,0.0,0.0,0.0,0.0
801097,8000.0,3,11.49,263.78,B,B5,116.0,10+ years,0,60000.0,2,2017-01-01,5,539.0,42,27.82,0.0,765.0,769.0,7.0,0.0,0.0,7820.0,29.5,15.0,0,0,Oct-1994,6.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,4.0,1.0,7.0,0.0,0.0,0.0,3.0
801098,10000.0,3,14.49,344.17,C,C4,38.0,10+ years,2,52000.0,1,2014-05-01,2,241.0,7,31.29,0.0,665.0,669.0,10.0,0.0,0.0,2122.0,64.3,23.0,1,0,Dec-1997,5.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,16.0,3.0,7.0,2.0,10.0,0.0,0.0,0.0,4.0
801099,7200.0,3,13.61,244.72,C,C2,238414.0,3 years,2,37000.0,2,2010-08-01,0,141.0,13,9.21,0.0,685.0,689.0,9.0,0.0,0.0,4389.0,53.5,13.0,1,0,Sep-2005,12836.0,1.0,,,,,,,,,,,,,,,
801100,25000.0,5,13.49,575.12,C,C2,54.0,,0,50000.0,0,2011-09-01,5,518.0,1,10.9,0.0,745.0,749.0,9.0,0.0,0.0,17323.0,48.8,19.0,1,0,May-1998,2079.0,1.0,,,,,,,,,,,,,,,
801101,35000.0,5,12.99,796.18,C,C2,105792.0,10+ years,1,290000.0,1,2015-01-01,4,156.0,18,18.27,0.0,735.0,739.0,10.0,0.0,0.0,103913.0,82.4,22.0,0,0,Apr-1990,4.0,1.0,0.0,4.0,4.0,4.0,6.0,9.0,5.0,6.0,11.0,4.0,10.0,0.0,0.0,0.0,0.0
801102,30000.0,3,7.07,927.28,A,A2,1878.0,10+ years,0,124432.0,1,2017-10-01,0,161.0,14,17.05,0.0,720.0,724.0,10.0,0.0,0.0,31163.0,75.5,20.0,0,0,Jan-1998,0.0,1.0,0.0,3.0,6.0,6.0,3.0,4.0,5.0,8.0,12.0,6.0,10.0,0.0,0.0,0.0,0.0
801103,6500.0,3,13.43,220.36,C,C3,232314.0,9 years,2,35000.0,1,2011-03-01,0,517.0,14,10.59,0.0,675.0,679.0,15.0,0.0,0.0,7768.0,58.0,24.0,1,0,May-1996,8631.0,1.0,,,,,,,,,,,,,,,
801104,9000.0,3,23.32,349.9,E,E3,32.0,10+ years,0,100000.0,0,2016-05-01,0,126.0,38,31.45,1.0,665.0,669.0,14.0,0.0,0.0,9821.0,95.3,35.0,1,0,Apr-2002,0.0,1.0,0.0,4.0,7.0,7.0,4.0,4.0,23.0,8.0,9.0,7.0,14.0,0.0,0.0,0.0,6.0
801105,15225.0,3,21.85,580.27,D,D5,16707.0,10+ years,0,60000.0,2,2018-06-01,0,355.0,18,36.86,0.0,675.0,679.0,13.0,1.0,1.0,93535.0,19.0,24.0,0,0,Oct-1992,0.0,1.0,0.0,3.0,9.0,9.0,4.0,4.0,9.0,9.0,14.0,8.0,11.0,,0.0,0.0,5.0
801106,14075.0,3,9.75,452.52,B,B3,184.0,10+ years,0,32000.0,0,2016-02-01,4,188.0,23,31.25,0.0,720.0,724.0,5.0,0.0,0.0,21736.0,78.5,15.0,1,0,Mar-1990,4.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0
801107,12000.0,3,11.99,398.52,B,B5,54.0,,2,30081.0,1,2018-02-01,0,774.0,7,34.88,0.0,660.0,664.0,4.0,0.0,0.0,11376.0,68.9,11.0,0,0,Jul-2003,0.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0
801108,3600.0,3,18.25,130.61,D,D3,128952.0,< 1 year,1,53213.0,1,2016-05-01,10,138.0,0,15.67,0.0,705.0,709.0,8.0,0.0,0.0,12329.0,81.1,22.0,0,0,Nov-2007,11.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,19.0,3.0,3.0,3.0,8.0,0.0,0.0,0.0,2.0
801109,6000.0,3,16.02,211.01,C,C5,54.0,,0,25000.0,0,2017-11-01,0,463.0,48,36.58,0.0,665.0,669.0,6.0,0.0,0.0,4257.0,99.0,19.0,0,1,Dec-1994,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,13.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0,1.0
801110,8800.0,3,10.74,287.02,B,B2,347722.0,4 years,0,40000.0,0,2012-04-01,6,195.0,38,4.95,0.0,745.0,749.0,7.0,0.0,0.0,6236.0,16.0,14.0,1,0,Dec-2005,59497.0,1.0,,,,,,,,,,,,,,,
801111,25000.0,5,24.7,729.4,G,G1,341450.0,10+ years,0,62400.0,2,2012-07-01,0,13.0,10,25.75,0.0,660.0,664.0,13.0,0.0,0.0,14577.0,82.8,23.0,1,0,Apr-2001,56667.0,1.0,,,,,6.0,,,,,,13.0,,,,
801112,29775.0,5,15.61,717.92,D,D1,36486.0,9 years,0,125000.0,1,2015-03-01,0,526.0,20,9.05,1.0,680.0,684.0,5.0,0.0,0.0,0.0,,21.0,0,0,Aug-1992,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,1.0,10.0,0.0,4.0,0.0,1.0,0.0,1.0
801113,24725.0,5,11.99,549.87,C,C1,4784.0,6 years,1,76000.0,0,2016-03-01,0,63.0,14,27.63,0.0,775.0,779.0,8.0,0.0,0.0,6544.0,15.1,11.0,0,0,Oct-2009,0.0,1.0,0.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,8.0,0.0,0.0,0.0,1.0
801114,15000.0,3,6.24,457.97,A,A2,14860.0,4 years,0,162000.0,2,2015-07-01,0,226.0,21,31.12,0.0,685.0,689.0,21.0,0.0,0.0,78898.0,62.6,41.0,0,0,Oct-1992,0.0,1.0,0.0,10.0,15.0,15.0,10.0,11.0,9.0,16.0,29.0,15.0,21.0,0.0,0.0,0.0,2.0
801115,6350.0,3,17.57,228.21,D,D4,23962.0,10+ years,0,32000.0,1,2015-06-01,0,76.0,26,6.64,1.0,675.0,679.0,4.0,0.0,0.0,5865.0,69.0,6.0,1,0,Jun-2005,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0
801116,40000.0,3,8.99,1271.81,B,B1,3660.0,10+ years,0,126000.0,2,2016-10-01,0,21.0,13,8.82,0.0,695.0,699.0,6.0,1.0,0.0,9202.0,65.3,36.0,0,0,Aug-1988,0.0,1.0,0.0,2.0,4.0,4.0,2.0,13.0,8.0,4.0,24.0,4.0,6.0,0.0,0.0,0.0,1.0
801117,4000.0,3,5.32,120.46,A,A1,307.0,10+ years,0,40197.0,0,2016-10-01,4,521.0,24,22.54,1.0,750.0,754.0,13.0,0.0,0.0,8280.0,20.7,38.0,1,0,Aug-2003,4.0,1.0,0.0,4.0,7.0,7.0,5.0,8.0,20.0,9.0,16.0,7.0,13.0,0.0,0.0,0.0,0.0
801118,15000.0,5,18.25,382.95,D,D3,4823.0,1 year,1,84000.0,0,2016-06-01,0,113.0,22,24.11,0.0,675.0,679.0,11.0,0.0,0.0,19362.0,60.7,32.0,0,0,Aug-2000,0.0,1.0,0.0,2.0,7.0,7.0,2.0,8.0,13.0,8.0,17.0,7.0,11.0,0.0,0.0,0.0,1.0
801119,10000.0,3,13.11,337.47,B,B4,228373.0,4 years,1,45000.0,0,2012-10-01,0,238.0,22,17.31,0.0,700.0,704.0,7.0,0.0,0.0,9660.0,76.7,12.0,1,0,Oct-2000,6461.0,1.0,0.0,2.0,5.0,5.0,2.0,4.0,3.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0
801120,12000.0,3,13.99,410.08,C,C1,265299.0,10+ years,1,85000.0,1,2012-05-01,4,414.0,0,22.65,0.0,675.0,679.0,12.0,0.0,0.0,15294.0,88.4,17.0,1,0,Dec-1988,58720.0,1.0,,,,,,,,,,,,,,,
801121,8000.0,3,16.55,283.44,D,D2,80.0,< 1 year,2,31200.0,0,2015-07-01,0,880.0,16,21.38,0.0,675.0,679.0,6.0,0.0,0.0,2288.0,31.8,14.0,1,0,Apr-1996,0.0,1.0,0.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,8.0,3.0,6.0,0.0,0.0,0.0,5.0
801122,13100.0,3,21.49,496.85,D,D5,363399.0,10+ years,0,41000.0,2,2016-07-01,2,314.0,0,26.55,0.0,665.0,669.0,22.0,1.0,1.0,9818.0,45.0,50.0,0,0,Jun-2003,5.0,1.0,1.0,3.0,7.0,7.0,3.0,5.0,31.0,11.0,16.0,7.0,22.0,0.0,0.0,0.0,8.0
801123,30000.0,5,9.76,633.88,B,B3,11589.0,< 1 year,0,95000.0,1,2015-12-01,4,177.0,26,9.37,0.0,715.0,719.0,11.0,0.0,0.0,29170.0,45.9,20.0,0,0,Mar-1998,4.0,1.0,0.0,3.0,3.0,3.0,7.0,11.0,7.0,8.0,12.0,4.0,11.0,0.0,0.0,0.0,3.0
801124,8850.0,3,12.62,296.58,C,C1,113638.0,3 years,0,135000.0,0,2018-01-01,0,363.0,43,12.7,1.0,665.0,669.0,11.0,0.0,0.0,4594.0,49.0,19.0,0,0,Sep-2002,0.0,1.0,0.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,11.0,5.0,10.0,,0.0,1.0,2.0
801125,4000.0,3,8.18,125.68,B,B1,439.0,7 years,0,125000.0,1,2015-11-01,5,21.0,13,26.84,0.0,675.0,679.0,13.0,0.0,0.0,25987.0,81.2,22.0,0,0,Dec-2001,6.0,1.0,0.0,6.0,7.0,7.0,6.0,8.0,7.0,8.0,14.0,7.0,13.0,0.0,0.0,0.0,1.0
801126,19075.0,3,13.11,643.73,B,B4,290324.0,7 years,2,54000.0,2,2013-06-01,0,43.0,19,10.4,0.0,665.0,669.0,15.0,0.0,0.0,26166.0,50.1,28.0,1,0,Dec-2004,0.0,1.0,0.0,8.0,9.0,9.0,13.0,20.0,2.0,15.0,25.0,9.0,15.0,0.0,0.0,0.0,3.0
801127,12000.0,3,7.62,373.94,A,A3,2188.0,10+ years,2,65000.0,1,2014-03-01,4,380.0,26,19.79,0.0,715.0,719.0,13.0,0.0,0.0,6033.0,19.7,31.0,0,0,Oct-2000,4.0,1.0,1.0,6.0,6.0,6.0,10.0,15.0,8.0,10.0,18.0,6.0,13.0,0.0,0.0,0.0,0.0
801128,35000.0,3,19.03,1283.5,D,D3,32.0,10+ years,0,165000.0,2,2017-09-01,2,360.0,0,14.65,2.0,675.0,679.0,10.0,0.0,0.0,172132.0,78.6,22.0,1,0,May-1998,5.0,1.0,0.0,2.0,5.0,5.0,4.0,4.0,10.0,7.0,9.0,5.0,10.0,0.0,0.0,0.0,1.0
801129,19750.0,5,15.99,480.18,D,D2,103350.0,3 years,1,43000.0,0,2015-01-01,4,358.0,21,29.52,0.0,685.0,689.0,13.0,0.0,0.0,19518.0,66.2,44.0,0,0,Oct-2002,4.0,1.0,0.0,0.0,4.0,4.0,1.0,5.0,16.0,11.0,28.0,4.0,13.0,0.0,0.0,0.0,1.0
801130,7375.0,3,11.14,241.94,B,B2,323383.0,2 years,2,30000.0,0,2012-12-01,0,73.0,23,14.12,0.0,750.0,754.0,8.0,0.0,0.0,447.0,5.9,14.0,1,0,Sep-2008,49909.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,6.0,5.0,8.0,2.0,8.0,0.0,0.0,0.0,1.0
